"Timestamp","What gender do you identify with?","What race do you identify with?","What graduation class are you?","What is the maximum size of an indoor social gathering (without masking) that you would feel comfortable attending right now?","Which Covid-19 restrictions do you think should be in place right now? (check all that apply)","Which Covid-19 restrictions would you support if Brown were to see a rise in cases similar to the increase in early September of this year? (check all that apply)","How worried are you about getting seriously sick from Covid-19?","How would you describe your political views?","Do you think you are more liberal, more conservative, or about the same as the median Brown student?"," Do you approve or disapprove of the way Joe Biden is handling his job as President?","How happy are you that you go to Brown?","Which of the following do you check on a regular basis? (check all that apply)","How satisfied are you with the overall experience of Brown dining at the moment?"
"2021/10/13 2:39:37 PM AST","Male","Asian","2025","5 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","Brown meme pages","Satisfied"
"2021/10/13 2:41:50 PM AST","Female","White","2024","No maximum","None","Required masking in class;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Liberal","About the same","Neither approve nor disapprove","Very happy","Dear Blueno;Brown meme pages","Very unsatisfied"
"2021/10/13 2:47:46 PM AST","Female","White","2022.5","100 people","Required masking in class;Mandatory Covid-19 testing","None","I am not very worried about getting seriously sick from Covid-19","Very liberal","More liberal","Somewhat disapprove","Very happy","Dear Blueno;Brown meme pages;Class Facebook page","I am not on meal plan"
"2021/10/13 2:49:05 PM AST","Non-binary","Non-white Hispanic","2025","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","More liberal","Strongly approve","Very happy","Official Brown website and social media pages","Very satisfied"
"2021/10/13 2:49:26 PM AST","Female","Black","2025","10 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Neither approve nor disapprove","Very happy","Official Brown website and social media pages;Brown meme pages","Neutral"
"2021/10/13 2:54:34 PM AST","Female","White","2022.5","No maximum","None","Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","","Very satisfied"
"2021/10/13 2:57:21 PM AST","Male","Asian","2024","25 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Unsure/no opinion","Somewhat happy","","Satisfied"
"2021/10/13 2:57:23 PM AST","Female","Non-white Hispanic","2023","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat disapprove","Very happy","Dear Blueno","Very unsatisfied"
"2021/10/13 2:58:52 PM AST","Male","Asian","2022","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Liberal","More liberal","Somewhat approve","Very happy","Dear Blueno;Class Facebook page","Satisfied"
"2021/10/13 5:41:01 PM AST","Female","White + Hispanic","2024","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","More conservative","Unsure/no opinion","Neither happy nor unhappy","Official Brown website and social media pages;Brown meme pages","Very unsatisfied"
"2021/10/14 12:07:21 AM AST","Female","Black","2025","50 people","Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Liberal","About the same","Unsure/no opinion","Somewhat happy","Brown meme pages","Very unsatisfied"
"2021/10/14 10:28:32 AM AST","","","","","","","","","","","","",""
"2021/10/14 1:03:37 PM AST","Female","White","2024","10 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","","Neutral"
"2021/10/14 1:04:01 PM AST","Male","","2024","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Somewhat happy","Official Brown website and social media pages;Dear Blueno;Brown meme pages","Satisfied"
"2021/10/14 1:04:57 PM AST","Female","Black","2024","50 people","Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Very liberal","More liberal","Strongly disapprove","Very happy","","Satisfied"
"2021/10/14 1:06:26 PM AST","Male","White","2021.5","No maximum","Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Very liberal","More liberal","Unsure/no opinion","Somewhat happy","The College Hill Independent website","Unsatisfied"
"2021/10/14 1:09:07 PM AST","Male","White","2024","No maximum","None","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Moderate","More conservative","Neither approve nor disapprove","Very happy","Brown meme pages","Unsatisfied"
"2021/10/14 1:09:49 PM AST","Female","White","2025","5 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","More liberal","Neither approve nor disapprove","Very happy","Brown meme pages","Satisfied"
"2021/10/14 1:10:03 PM AST","Male","Asian","2025","15 people","Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Moderate","More conservative","Neither approve nor disapprove","Neither happy nor unhappy","Official Brown website and social media pages;Brown meme pages","Neutral"
"2021/10/14 1:11:12 PM AST","Female","White","2022","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","","Unsatisfied"
"2021/10/14 1:13:46 PM AST","Female","Black","2022.5","15 people","Required masking in class;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Unsure/no opinion","Somewhat happy","","Satisfied"
"2021/10/14 1:13:52 PM AST","Male","Asian","2025","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","I am somewhat worried about getting seriously sick from Covid-19","Moderate","About the same","Neither approve nor disapprove","Very happy","Official Brown website and social media pages;Brown meme pages","Neutral"
"2021/10/14 1:15:52 PM AST","Male","Biracial","2024","50 people","Prefer not to answer","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Somewhat happy","The Brown Daily Herald website;Brown meme pages","Unsatisfied"
