"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","To what extent do you agree or disagree with the following statement: I feel comfortable expressing my political opinions on Brown’s campus.","Have you attended a protest in your time at Brown?","To what extent do you agree with the following statement: It is possible for Israel and an independent Palestinian state to coexist peacefully.","Should the 20 members of BrownU Jews for Ceasefire Now who staged a sit-in at University Hall face disciplinary action from the University?","To what extent do you agree or disagree with recent calls for Brown University to divest its endowment from weapons manufacturers supplying the Israeli army?","Have you been to therapy (psychological or emotional counseling) before?","On average, how many class meetings (including lectures, seminars, labs, conference sections, etc.) do you skip per week?","Do you think your concentration/double-concentration is harder or easier than the majority of other concentrations at Brown?","Do you think humans are inherently monogamous (are inclined to commit to only one person at a time)?","When was the last time you masturbated?"
"2023/11/29 11:51:16 AM EST","2025","Non-binary","Black","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat agree","No","Strongly agree","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","Unsure","Unsure"
"2023/11/29 11:51:39 AM EST","2025","Woman","Hispanic or Latino;White","Humanities/Arts","Somewhat agree","Yes","Somewhat agree","No","Strongly agree","I am currently going to therapy","0","Unsure","No","In the last week"
"2023/11/29 11:51:52 AM EST","2025","Woman","Prefer not to answer","Life Sciences","Somewhat disagree","Unsure","Somewhat agree","Yes","Strongly disagree","I have never been to therapy","0","Unsure","Yes","I have never masturbated"
"2023/11/29 11:52:44 AM EST","2025","Woman","Middle Eastern or North African;White","Physical Sciences (including math, computer science)","Somewhat disagree","Yes","Somewhat agree","Yes","Strongly disagree","I have been to therapy in the past but do not currently go to therapy","2","My concentration is harder than the majority of other concentrations","No","I have never masturbated"
"2023/11/29 11:55:02 AM EST","2024","Woman","White","Humanities/Arts","Somewhat agree","No","Unsure","Unsure","Unsure","I have been to therapy in the past but do not currently go to therapy","1","My concentration is easier than the majority of other concentrations","Unsure","In the last week"
"2023/11/29 11:55:12 AM EST","2025","Man","Hispanic or Latino","Life Sciences","Somewhat agree","Yes","Unsure","No","Unsure","I have been to therapy in the past but do not currently go to therapy","1","Unsure","Unsure","In the last month"
"2023/11/29 11:55:23 AM EST","2025","Man","White","Humanities/Arts;Life Sciences;Physical Sciences (including math, computer science)","Somewhat agree","Unsure","Unsure","No","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is harder than the majority of other concentrations","No","Yesterday"
"2023/11/29 11:56:20 AM EST","2026","Woman","Asian;Hispanic or Latino","Life Sciences;Social Sciences (including economics, CLPS)","Somewhat disagree","No","Somewhat disagree","No","Somewhat agree","I have never been to therapy","0","Unsure","Yes","Unsure"
"2023/11/29 11:56:37 AM EST","2024","Woman","White","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat disagree","Unsure","Somewhat agree","Yes","Strongly disagree","I have been to therapy in the past but do not currently go to therapy","2","My concentration is harder than the majority of other concentrations","Unsure","Unsure"
"2023/11/29 11:57:40 AM EST","2027","Woman","Black;White","Physical Sciences (including math, computer science)","Strongly agree","Yes","Somewhat agree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is harder than the majority of other concentrations","Yes","I have never masturbated"
"2023/11/29 11:58:02 AM EST","2024","Man","White","Physical Sciences (including math, computer science)","Strongly agree","Yes","Unsure","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","In the last week"
"2023/11/29 12:00:11 PM EST","2024.5","Woman","White","Social Sciences (including economics, CLPS)","Somewhat agree","No","Unsure","No","Strongly agree","I am currently going to therapy","3","Unsure","Yes","In the last month"
"2023/11/29 12:00:12 PM EST","2026","Woman","White","Physical Sciences (including math, computer science)","Somewhat disagree","No","Somewhat agree","Yes","Strongly disagree","I am currently going to therapy","0","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/29 12:01:51 PM EST","2026","Woman","Middle Eastern or North African;White","Humanities/Arts;Physical Sciences (including math, computer science)","Strongly disagree","Yes","Somewhat agree","Yes","Somewhat disagree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","In the last year"
"2023/11/29 12:05:16 PM EST","2025","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Somewhat disagree","No","Strongly agree","I have never been to therapy","0","Unsure","No","I have never masturbated"
"2023/11/29 12:07:43 PM EST","2027","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","Unsure","Unsure","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","2","Unsure","Yes","Yesterday"
"2023/11/29 12:09:27 PM EST","2024","Man","White","Humanities/Arts","Strongly agree","Yes","Somewhat agree","No","Strongly agree","I am currently going to therapy","2","My concentration is easier than the majority of other concentrations","No","In the last month"
"2023/11/29 12:10:28 PM EST","2026","Woman","Hispanic or Latino;White","Humanities/Arts","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I have never been to therapy","1","Unsure","Yes","Today"
"2023/11/29 12:11:53 PM EST","2025","Man","Prefer not to answer","Humanities/Arts;Social Sciences (including economics, CLPS)","Strongly agree","Yes","Strongly agree","Yes","Strongly disagree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/29 12:17:22 PM EST","2027","Man","White","Social Sciences (including economics, CLPS)","Strongly disagree","No","Somewhat agree","Yes","Unsure","I have never been to therapy","1","My concentration is easier than the majority of other concentrations","Unsure","In the last week"
"2023/11/29 12:18:46 PM EST","2027","Man","Hispanic or Latino","Prefer not to answer","Strongly agree","Yes","Unsure","Yes","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","Yesterday"
"2023/11/29 12:21:27 PM EST","2027","Woman","Asian","Social Sciences (including economics, CLPS)","Unsure","No","Strongly agree","No","Strongly agree","I have never been to therapy","0","Unsure","Unsure","Prefer not to answer"
"2023/11/29 12:22:53 PM EST","2026","Woman","White","Life Sciences;Physical Sciences (including math, computer science)","Strongly agree","Yes","Unsure","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","3","Unsure","Yes","Yesterday"
"2023/11/29 12:24:33 PM EST","2024","Man","Prefer not to answer","Social Sciences (including economics, CLPS)","Somewhat agree","Prefer not to answer","Strongly agree","Yes","Strongly disagree","Prefer not to answer","1","Prefer not to answer","No","Unsure"
"2023/11/29 12:33:07 PM EST","2026","Man","White","Physical Sciences (including math, computer science)","Strongly agree","Yes","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","In the last week"
"2023/11/29 12:35:13 PM EST","2025","Woman","Asian","Humanities/Arts;Life Sciences","Somewhat agree","Yes","Somewhat agree","No","Strongly agree","I have never been to therapy","1","Unsure","Yes","In the last week"
"2023/11/29 12:36:04 PM EST","2026","Woman","Asian","Social Sciences (including economics, CLPS)","Somewhat agree","Unsure","Unsure","No","Strongly agree","I have never been to therapy","3","My concentration is easier than the majority of other concentrations","Yes","In the last week"
"2023/11/29 12:36:17 PM EST","2027","Non-binary","Asian","Life Sciences","Somewhat agree","No","Strongly disagree","No","Strongly agree","I have never been to therapy","3","Unsure","Yes","In the last week"
"2023/11/29 12:38:52 PM EST","2027","Woman","White","Social Sciences (including economics, CLPS)","Somewhat disagree","No","Strongly agree","Yes","Strongly disagree","I am currently going to therapy","2","My concentration is easier than the majority of other concentrations","Unsure","In the last week"
"2023/11/29 12:39:58 PM EST","2025","Man","White","Physical Sciences (including math, computer science)","Somewhat agree","Yes","Somewhat agree","No","Unsure","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/29 12:41:45 PM EST","2025","Man","Asian","Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Somewhat disagree","No","Somewhat disagree","I am currently going to therapy","3","My concentration is harder than the majority of other concentrations","No","Today"
"2023/11/29 12:42:47 PM EST","2027","Man","Asian","Life Sciences","Somewhat agree","No","Prefer not to answer","No","Strongly agree","I have never been to therapy","Unsure","Unsure","Unsure","Prefer not to answer"
"2023/11/29 12:46:11 PM EST","2027","Woman","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Somewhat disagree","No","Somewhat disagree","Yes","Strongly disagree","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","Yes","I have never masturbated"
"2023/11/29 12:48:39 PM EST","2027","Man","White","Social Sciences (including economics, CLPS)","Somewhat agree","Unsure","Strongly agree","No","Strongly disagree","I have never been to therapy","1","Unsure","No","In the last week"
"2023/11/29 12:48:52 PM EST","2024","Man","White","Life Sciences;Social Sciences (including economics, CLPS)","Somewhat disagree","Yes","Somewhat agree","No","Somewhat disagree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is easier than the majority of other concentrations","No","Prefer not to answer"
"2023/11/29 12:49:07 PM EST","2024","Woman","White","Social Sciences (including economics, CLPS)","Somewhat agree","No","Unsure","Unsure","Somewhat disagree","I have been to therapy in the past but do not currently go to therapy","0","My concentration is easier than the majority of other concentrations","Yes","Unsure"
"2023/11/29 12:51:16 PM EST","2027","Woman","White","Life Sciences","Somewhat agree","No","Strongly disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","Unsure","Unsure","Yesterday"
"2023/11/29 12:51:45 PM EST","2027","Woman","Asian","Physical Sciences (including math, computer science)","Somewhat agree","No","Unsure","No","Strongly agree","I have never been to therapy","5+","My concentration is harder than the majority of other concentrations","No","Yesterday"
