"Timestamp","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","How would you describe your sexual orientation? Check all that apply.","What is your current graduation year?","What is your (intended) concentration area(s)?","Do you have a parent, grandparent, or sibling who attended Brown? (Check all that apply)","How concerned are you about the spread of COVID-19 on campus?","Have you ever had a fake ID?","Do you approve or disapprove of the way President Christina Paxson is handling her job?","Are you generally happy?","Are you planning to vote in the November elections?","Agree or disagree: Brown should reduce grade inflation. ","Have you attended a protest in your time at Brown?","Which of the following best describes your current relationship status?","Have you ever cheated on/been cheated on by your significant other? (check all that apply)","Have you had an appointment at Counseling and Psychological Services (CAPS) this semester?","Have you benefited from a program or service provided by the Undergraduate Council of Students (UCS) in your time at Brown?"
"2022/10/11 4:30:08 PM AST","Male","Hispanic;White","Straight","2023","Physical Sciences (including math, computer science)","Yes, parent","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","No","Unsure","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/11 4:30:23 PM AST","Female","Middle Eastern or North African;White","Straight;Questioning or unsure","2024","Social Sciences","No","Not concerned","No","Somewhat approve","Yes, somewhat happy","No","Somewhat disagree","Yes, on campus","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/11 4:32:08 PM AST","Female;Prefer not to answer","Asian","Bisexual;Queer","2024","Humanities/Arts","No","Slightly concerned","No","Somewhat disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus and in Providence","Single and looking for something casual","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/11 4:34:15 PM AST","Male","Asian;White","Bisexual","2025","Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","Yes, on campus and in Providence","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/11 4:35:29 PM AST","Male","White","Straight","2025","Physical Sciences (including math, computer science);Social Sciences","Yes, parent","Not concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","No","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/11 4:36:27 PM AST","Female","White","Straight","2026","Humanities/Arts","No","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/11 4:36:54 PM AST","Male","White","Straight","2024","Life Sciences;Social Sciences","Yes, sibling","Not concerned","No","Neither approve nor disapprove","No, somewhat unhappy","Yes, in a state other than Rhode Island","Somewhat disagree","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/11 4:38:56 PM AST","Male","Asian","Gay","2026","Physical Sciences (including math, computer science)","No","Not concerned","Yes","Strongly disapprove","Neither happy nor unhappy","No","Strongly disagree","No","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/11 4:39:03 PM AST","Male","Black","Bisexual","2025","Humanities/Arts;Social Sciences","No","Slightly concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus","Hooking up with multiple people","I have never had a significant other","Yes, within one week of requesting it","Yes"
"2022/10/11 4:39:12 PM AST","Female","Black","Questioning or unsure","2026","Humanities/Arts;Physical Sciences (including math, computer science)","No","Not concerned","No","Somewhat disapprove","Neither happy nor unhappy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and looking for something casual","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/11 4:39:17 PM AST","Male","White","Bisexual","2026","Life Sciences","No","Somewhat concerned","No","Neither approve nor disapprove","No, somewhat unhappy","Yes, in a state other than Rhode Island","Unsure","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/11 4:40:32 PM AST","Female","White","Straight","2024","Life Sciences","No","Slightly concerned","No","Neither approve nor disapprove","No, somewhat unhappy","Yes, in a state other than Rhode Island","Neutral","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/11 4:42:47 PM AST","Female","White","Bisexual;Queer","2023","Humanities/Arts","No","Somewhat concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus and in Providence","In a long-term relationship","I have been cheated on by my significant other","Yes, within one week of requesting it","Yes"
"2022/10/11 4:44:59 PM AST","Male","White","Straight","2026","Unsure","No","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat disagree","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/11 4:50:18 PM AST","Female","Black;Hispanic","Straight","2026","Unsure","No","Slightly concerned","No","Prefer not to answer","Yes, somewhat happy","No","Neutral","No","In a casual relationship","I have been cheated on by my significant other","No, I wanted to but was unable to make an appointment","Yes"
"2022/10/11 4:50:32 PM AST","Female","Black;Hispanic","Straight","2026","Unsure","No","Very concerned","No","Prefer not to answer","Neither happy nor unhappy","Yes, in a state other than Rhode Island","Strongly agree","No","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer"
"2022/10/11 4:53:02 PM AST","Male","White","Gay","2026","Humanities/Arts;Social Sciences","No","Not concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Unsure","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/11 4:54:18 PM AST","Female","White","Straight","2024","Humanities/Arts;Life Sciences","No","Not concerned","Yes","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Neutral","Yes, in Providence","Single and looking for something casual","I have been cheated on by my significant other","No, and I did not try to make an appointment","Yes"
"2022/10/11 4:57:38 PM AST","Female","Black","Bisexual","2026","Humanities/Arts;Life Sciences","No","Somewhat concerned","No","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/11 4:57:57 PM AST","Female","Asian;Hispanic","Questioning or unsure","2026","Humanities/Arts","No","Not concerned","No","Strongly disapprove","Yes, somewhat happy","Yes, in Rhode Island (which is not my home state)","Unsure","No","Hooking up with multiple people","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/11 4:58:23 PM AST","Female","White","Straight","2025","Unsure","Yes, parent","Slightly concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","No","Unsure","No","In a casual relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/12 9:02:11 AM AST","Female","White","Queer","2024","Social Sciences","No","Slightly concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Somewhat disagree","Yes, on campus and in Providence","In a long-term relationship","I have had a significant other and never cheated/been cheated on","Yes, more than one week after requesting it","Yes"
"2022/10/12 9:10:38 AM AST","Male","Asian","Bisexual","2023.5","Prefer not to Answer","No","Somewhat concerned","Yes","Strongly disapprove","No, somewhat unhappy","Prefer not to answer","Strongly agree","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer"
"2022/10/12 9:10:55 AM AST","Male","Asian","Straight","2025","Physical Sciences (including math, computer science)","No","Not concerned","Yes","Neither approve nor disapprove","Yes, very happy","I am not eligible to vote","Somewhat agree","No","Single and looking for a relationship","I have never had a significant other","Yes, within one week of requesting it","No"
"2022/10/12 9:12:32 AM AST","Female","Asian","Straight","2026","Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Neither happy nor unhappy","Prefer not to answer","Strongly disagree","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/12 9:12:42 AM AST","Female","Black","Bisexual","2026","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
