"Timestamp","What is your current graduation year?","What is your (intended) concentration area(s)?","How would you describe your gender identity? Check all that apply.","Which of the following do you consider yourself to be?","How would you describe your race and ethnicity? Check all that apply.","Do you participate in athletics at Brown? Select all that apply.","How would you describe your political views?","Would you drop out of Brown for a million dollars? (You cannot enroll elsewhere)","To what extent do you agree with the following statement: Our country needs to reduce political correctness and cancel culture.","Which would you rather have guaranteed upon graduation?","Have you ever ended a friendship over a difference in political opinion?","Do you consider yourself neurodivergent?","How serious a problem do you think illegal immigration is for the United States right now?","To what extent do you agree with the following statement: I feel satisfied with my social experience at Brown.","Would you rather die now or live forever?"
"2024/11/21 3:00:15 PM EST","2027","Life Sciences","Man","Straight","Middle Eastern or North African;White","Yes, club athletics","Conservative","No","Strongly agree","Ideal romantic partner","No","No","Not too serious","Strongly disagree","Live forever"
"2024/11/21 3:03:55 PM EST","2026","Life Sciences","Woman","Straight;Asexual;Questioning","Asian","Yes, varsity athletics","Moderate","No","Somewhat agree","Dream job","No","Unsure","Not too serious","Somewhat agree","Die now"
"2024/11/21 3:07:02 PM EST","2026","Physical Sciences (including math, computer science)","Woman","Bisexual","Native American or Alaska Native","No, I do not participate in varsity or club athletics","Very liberal","Yes","Somewhat disagree","Dream job","Yes","Yes","Not at all serious","Strongly agree","Live forever"
"2024/11/21 3:07:53 PM EST","2028","Humanities/Arts;Social Sciences (including economics, CLPS)","Non-binary","Bisexual","Asian","Yes, club athletics","Very liberal","No","Somewhat disagree","Dream job","Yes","No","Not at all serious","Strongly agree","Die now"
"2024/11/21 3:09:44 PM EST","2028","Humanities/Arts;Life Sciences","Woman","Bisexual","Asian","Yes, club athletics","Liberal","No","Somewhat disagree","Dream job","Yes","No","Somewhat serious","Strongly agree","Live forever"
"2024/11/21 3:12:26 PM EST","2027","Life Sciences;Physical Sciences (including math, computer science)","Woman","Straight","Asian","Yes, varsity athletics","Unsure","No","Somewhat agree","Dream job","No","No","Unsure","Somewhat agree","Prefer not to answer"
"2024/11/21 3:12:42 PM EST","2027","Humanities/Arts","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Strongly agree","Die now"
"2024/11/21 3:12:59 PM EST","2026","Physical Sciences (including math, computer science)","Woman","Straight","Black","No, I do not participate in varsity or club athletics","Liberal","Yes","Strongly disagree","Ideal romantic partner","Yes","Yes","Not too serious","Somewhat agree","Live forever"
"2024/11/21 3:13:32 PM EST","2027","Life Sciences;Physical Sciences (including math, computer science)","Man","Straight","Asian","Yes, club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","No","No","Not too serious","Somewhat agree","Live forever"
"2024/11/21 3:15:00 PM EST","2025.5","Social Sciences (including economics, CLPS)","Man","Straight","Asian","Yes, club athletics","Liberal","Yes","Somewhat disagree","Dream job","No","Unsure","Not too serious","Somewhat agree","Live forever"
"2024/11/21 3:15:26 PM EST","2027","Life Sciences;Social Sciences (including economics, CLPS)","Man","Straight","Asian","Yes, club athletics","Very liberal","Yes","Strongly disagree","Dream job","No","Yes","Not at all serious","Somewhat agree","Live forever"
"2024/11/21 3:15:59 PM EST","2027","Life Sciences;Physical Sciences (including math, computer science)","Man","Prefer not to answer","Asian","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Ideal romantic partner","No","No","Unsure","Somewhat agree","Die now"
"2024/11/21 3:19:58 PM EST","2028","Physical Sciences (including math, computer science)","Man;Non-binary","Straight","White","Yes, club athletics","Liberal","Yes","Somewhat disagree","Dream job","No","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/21 3:20:03 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","Middle Eastern or North African;White","Yes, club athletics","Moderate","No","Somewhat agree","Ideal romantic partner","No","No","Somewhat serious","Somewhat agree","Live forever"
"2024/11/21 3:20:32 PM EST","2026","Humanities/Arts;Life Sciences","Non-binary","Transgender;Queer","Asian","Yes, club athletics","Liberal","Yes","Somewhat agree","Dream job","Unsure","Yes","Not too serious","Somewhat disagree","Die now"
"2024/11/21 3:22:09 PM EST","2027","Physical Sciences (including math, computer science)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Dream job","No","No","Not too serious","Strongly agree","Live forever"
"2024/11/21 3:23:36 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","Asian","Yes, club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","No","Unsure","Unsure","Somewhat agree","Die now"
"2024/11/21 3:23:38 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","Asian","Yes, club athletics","Liberal","Prefer not to answer","Somewhat agree","Dream job","Unsure","Unsure","Not too serious","Somewhat agree","Die now"
"2024/11/21 3:24:22 PM EST","2028","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Middle Eastern or North African","No, I do not participate in varsity or club athletics","Unsure","Yes","Prefer not to answer","Dream job","No","Unsure","Not too serious","Somewhat agree","Live forever"
"2024/11/21 3:25:44 PM EST","2026","Physical Sciences (including math, computer science)","Man","Bisexual","White","Yes, club athletics","Very liberal","Yes","Somewhat disagree","Ideal romantic partner","No","No","Not at all serious","Strongly agree","Live forever"
"2024/11/21 3:26:39 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","Asian;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Ideal romantic partner","No","No","Not too serious","Somewhat agree","Die now"
"2024/11/21 3:27:20 PM EST","2028","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Woman","Straight","Asian","Yes, club athletics","Very liberal","Yes","Somewhat agree","Dream job","No","No","Somewhat serious","Somewhat agree","Live forever"
"2024/11/21 3:28:38 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Conservative","No","Strongly agree","Ideal romantic partner","No","No","Very serious","Somewhat agree","Die now"
"2024/11/21 3:28:39 PM EST","2028","Life Sciences;Social Sciences (including economics, CLPS)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Strongly agree","Dream job","No","Yes","Very serious","Somewhat agree","Live forever"
"2024/11/21 3:30:18 PM EST","2028","Humanities/Arts;Social Sciences (including economics, CLPS)","Woman","Straight","Hispanic or Latino;White","Yes, club athletics","Very liberal","No","Somewhat disagree","Dream job","No","No","Not too serious","Strongly disagree","Live forever"
"2024/11/21 3:30:59 PM EST","2026","Humanities/Arts;Social Sciences (including economics, CLPS)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat disagree","Ideal romantic partner","No","No","Not too serious","Strongly agree","Live forever"
"2024/11/21 3:31:40 PM EST","2025","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Woman","Prefer not to answer","Asian","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat agree","Dream job","Unsure","No","Not at all serious","Strongly agree","Live forever"
"2024/11/21 3:33:14 PM EST","2025","Social Sciences (including economics, CLPS)","Woman","Prefer not to answer","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","No","No","Not too serious","Somewhat agree","Die now"
"2024/11/21 3:34:01 PM EST","2025","Humanities/Arts;Life Sciences","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Ideal romantic partner","No","No","Somewhat serious","Strongly agree","Live forever"
"2024/11/21 3:35:03 PM EST","2025","Humanities/Arts","Woman","Bisexual;Queer","White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat agree","Dream job","No","No","Prefer not to answer","Strongly agree","Live forever"
"2024/11/21 3:35:06 PM EST","2025","Humanities/Arts;Physical Sciences (including math, computer science)","Man","Gay","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","Yes","Yes","Somewhat serious","Strongly agree","Live forever"
"2024/11/21 3:37:50 PM EST","2028","Life Sciences;Physical Sciences (including math, computer science)","Woman","Straight","Middle Eastern or North African;White","No, I do not participate in varsity or club athletics","Moderate","Yes","Strongly agree","Dream job","No","No","Very serious","Somewhat agree","Prefer not to answer"
"2024/11/21 3:38:08 PM EST","2027","Physical Sciences (including math, computer science)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","Unsure","Not too serious","Strongly agree","Die now"
"2024/11/21 3:46:35 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","No","Unsure","Somewhat serious","Strongly agree","Live forever"
"2024/11/21 3:47:50 PM EST","2028","Physical Sciences (including math, computer science)","Man","Gay","Asian","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","Yes","Yes","Not at all serious","Somewhat agree","Die now"
"2024/11/21 3:47:50 PM EST","2028","Humanities/Arts;Social Sciences (including economics, CLPS)","Woman","Bisexual","Asian;White","No, I do not participate in varsity or club athletics","Very liberal","Yes","Somewhat agree","Dream job","No","No","Not too serious","Somewhat agree","Live forever"
"2024/11/21 3:48:24 PM EST","2025","Humanities/Arts;Social Sciences (including economics, CLPS)","Man","Gay","White","No, I do not participate in varsity or club athletics","Very liberal","Yes","Somewhat disagree","Dream job","No","Unsure","Not too serious","Strongly agree","Die now"
"2024/11/21 3:49:47 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Dream job","No","Unsure","Not too serious","Somewhat agree","Die now"
"2024/11/21 3:55:05 PM EST","2028","Physical Sciences (including math, computer science)","Man","Bisexual","Middle Eastern or North African","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat disagree","Dream job","Unsure","Yes","Somewhat serious","Strongly agree","Die now"
"2024/11/21 3:55:10 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","Middle Eastern or North African","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat disagree","Dream job","Unsure","No","Not too serious","Somewhat agree","Live forever"
