"Timestamp","What is your current graduation year?","How would you describe your gender identity?","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Do you participate in athletics at Brown? Select all that apply.","To what extent are you informed about the Israel-Hamas War?","To what extent do you think the average Brown student is informed about the Israel-Hamas War?","Which of the following statements do you most agree with?","Have you ever considered transferring from Brown to another undergraduate institution? ","Do you have access to a credit or debit card that is paid for by a parent/guardian?","To what extent do you agree or disagree with the following statement: I feel comfortable expressing my religion on Brown’s campus.","Which of the following statements comes closest to your view?","How likely are you to donate money to Brown University or an affiliated organization in the future?","Would you date a first-year student at Brown?"
"2023/10/17 3:48:41 PM AST","2025","Non-binary","White","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat informed","The United States of America is in decline","No","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/17 3:49:49 PM AST","2024","Female","Asian;Native Hawaiian or Pacific Islander;White","Humanities/Arts;Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","Unsure","No","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/17 3:50:32 PM AST","2024","Female","White","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat informed","The United States of America is in decline","Yes","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/17 3:50:35 PM AST","2024","Male","Hispanic;White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/17 3:51:10 PM AST","2027","Female","Black","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Very uninformed","The United States of America is in decline","No","No","Somewhat disagree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/17 3:51:55 PM AST","2027","Non-binary","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, club athletics","Very informed","Somewhat uninformed","Unsure","No","No","Somewhat agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","Yes"
"2023/10/17 3:52:05 PM AST","2027","Male","White","Social Sciences (including economics, CLPS)","Yes, club athletics","Very informed","Somewhat informed","Unsure","No","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Unsure"
"2023/10/17 3:53:23 PM AST","2025","Male","Asian","Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Very uninformed","Somewhat informed","The United States of America is in decline","Yes","Yes","Unsure","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Unsure"
"2023/10/17 3:53:28 PM AST","2027","Male","White","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat uninformed","The United States of America is in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/17 3:54:00 PM AST","2024.5","Male","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","Unsure","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/17 3:54:33 PM AST","2026","Female","Asian","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","Unsure","No","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/17 3:54:36 PM AST","2025","Male","Hispanic;White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","Yes","No","Unsure","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/17 3:54:58 PM AST","2024","Male","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, club athletics;Yes, intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is not in decline","No","Unsure","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/17 3:55:08 PM AST","2027","Male","Asian;Native Hawaiian or Pacific Islander;White","Life Sciences;Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Very informed","The United States of America is in decline","No","Yes","Somewhat disagree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","Yes"
"2023/10/17 3:55:54 PM AST","2027","Male","Asian;White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Very uninformed","Very uninformed","The United States of America is not in decline","No","Yes","Strongly agree","Unsure","Very likely","Yes"
"2023/10/17 3:56:25 PM AST","2026","Male","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","Unsure","No","Yes","Somewhat agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Unsure"
"2023/10/17 3:56:38 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Yes, club athletics","Somewhat uninformed","Somewhat informed","The United States of America is not in decline","Yes","No","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/17 3:58:03 PM AST","2025","Female","White","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Very uninformed","The United States of America is not in decline","No","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/17 3:58:06 PM AST","2024","Female","White","Humanities/Arts","Yes, intramural athletics","Somewhat uninformed","Somewhat informed","The United States of America is not in decline","No","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","Yes"
"2023/10/17 3:58:25 PM AST","2026","Female","Hispanic;White","Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Very uninformed","Very uninformed","The United States of America is not in decline","No","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","No"
"2023/10/17 3:58:46 PM AST","2026","Female","Asian;White","Humanities/Arts;Life Sciences","Yes, intramural athletics","Somewhat uninformed","Very uninformed","Unsure","No","Yes","I do not actively practice a religion","Prefer not to answer","Very unlikely","No"
"2023/10/17 4:00:15 PM AST","2025","Unsure","White","Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/17 4:00:49 PM AST","2025","Non-binary","Black","Life Sciences;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","No","I do not actively practice a religion","Unsure","Somewhat unlikely","No"
"2023/10/17 4:01:38 PM AST","2026","Female","White","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","Yes","Strongly agree","Unsure","Somewhat likely","Yes"
