"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Which of the following do you consider yourself to be?","Are you currently in a relationship?","Who do you think will win the 2024 US Presidential election?","How often do you use marijuana?","Who is primarily responsible for paying your college tuition (that is not covered by financial aid)?","Have you ever used ChatGPT (or other generative AI) in violation of a course policy?","Are your parents currently married (to each other) ?","How often do you have sex?","Do you usually lock the door when you leave your dorm, suite, or house/apartment?","If you could be President of the US at some point in your life, would you want the job?","Do you think you have more sex than the average Brown student?"
"2024/10/08 3:25:18 PM AST","2028","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","Yes","Kamala Harris","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","Prefer not to answer","No, divorced or separated","Once a week","Yes","No","Yes, somewhat more"
"2024/10/08 3:25:24 PM AST","2028","Woman","Hispanic or Latino","Physical Sciences (including math, computer science)","Straight","No","Unsure","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","Unsure","Yes","I have never had sex","Yes","No","Prefer not to answer"
"2024/10/08 3:26:03 PM AST","2028","Man","Asian;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Unsure","I have never used marijuana","Unsure","No","Yes","Prefer not to answer","No","No","Unsure"
"2024/10/08 3:27:10 PM AST","2028","Man","White","Life Sciences;Physical Sciences (including math, computer science)","Straight","No","Unsure","2-3 times per month","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","Yes","No","About average"
"2024/10/08 3:27:19 PM AST","2025","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Unsure","Yes","2-3 times per month","Yes","No","About average"
"2024/10/08 3:28:37 PM AST","2028","Woman","White","Humanities/Arts;Life Sciences","Bisexual","No","Kamala Harris","2-3 times per month","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/08 3:28:41 PM AST","2027","Man","Asian","Humanities/Arts;Life Sciences","Straight","No","Kamala Harris","Once a week","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","Yes","No, somewhat less"
"2024/10/08 3:29:07 PM AST","2027","Man","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","Straight","No","Unsure","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","Yes","Yes","No, significantly less"
"2024/10/08 3:29:52 PM AST","2026","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","4-5 times per week","My parents or guardians pay all of my tuition","Yes","Other","2-3 times per month","No","No","About average"
"2024/10/08 3:31:03 PM AST","2028","Man","White","Humanities/Arts;Life Sciences;Physical Sciences (including math, computer science)","Bisexual","No","Unsure","2-3 times per month","My parents or guardians pay all of my tuition","No","Yes","2-3 times per month","No","No","About average"
"2024/10/08 3:32:20 PM AST","2028","Man","White","Physical Sciences (including math, computer science)","Bisexual;Asexual","No","Kamala Harris","2-3 times per month","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Other","2-3 times per week","Yes","No","About average"
"2024/10/08 3:32:36 PM AST","2028","Woman","Asian","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","I have never had sex","Yes","No","Unsure"
"2024/10/08 3:35:47 PM AST","2024.5","Man","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Bisexual","Yes","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","No","No","About average"
"2024/10/08 3:35:47 PM AST","2028","Man","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Gay","Yes","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","Yes","No","About average"
"2024/10/08 3:36:16 PM AST","2028","Woman","Hispanic or Latino;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Bisexual","No","Kamala Harris","2-3 times per month","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","No","No, somewhat less"
"2024/10/08 3:37:46 PM AST","2027","Woman","Asian;White","Life Sciences","Bisexual","Yes","Kamala Harris","I have never used marijuana","Prefer not to answer","No","Yes","2-3 times per week","Yes","No","Unsure"
"2024/10/08 3:39:35 PM AST","2025","Woman","White","Social Sciences (including economics, CLPS)","Other LGBTQ+","No","Kamala Harris","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","Unsure","Other","I have never had sex","No","No","No, significantly less"
"2024/10/08 3:39:40 PM AST","2027","Man","White","Social Sciences (including economics, CLPS)","Gay","No","Unsure","2-3 times per month","My parents or guardians pay all of my tuition","Unsure","Yes","Prefer not to answer","Yes","No","No, somewhat less"
"2024/10/08 3:40:16 PM AST","2025","Woman","White","Life Sciences","Straight","No","Unsure","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","Yes","Yes","About average"
"2024/10/08 3:40:41 PM AST","2027","Woman","Asian","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Less than once a month","My tuition is fully covered by financial aid/grants/scholarships","Unsure","No, divorced or separated","Less than once a month","No","No","No, significantly less"
"2024/10/08 3:40:43 PM AST","2028","Man","Asian","Life Sciences;Social Sciences (including economics, CLPS)","Straight","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","No","No, divorced or separated","Less than once a month","Yes","Yes","No, somewhat less"
"2024/10/08 3:41:37 PM AST","2026","Man","Asian;Black;White","Humanities/Arts","Pansexual","No","Unsure","4-5 times per week","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","Yes","No, somewhat less"
"2024/10/08 3:42:21 PM AST","2026.5","Man","Prefer not to answer","Social Sciences (including economics, CLPS)","Prefer not to answer","Prefer not to answer","Donald Trump","Prefer not to answer","My parents or guardians pay all of my tuition","Prefer not to answer","Prefer not to answer","Prefer not to answer","No","No","Prefer not to answer"
"2024/10/08 3:43:26 PM AST","2026","Non-binary","Black;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Lesbian","Yes","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","No","Yes","2-3 times per week","Yes","No","About average"
"2024/10/08 3:45:02 PM AST","2026","Woman","Asian","Life Sciences","Straight","No","Donald Trump","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/08 3:46:22 PM AST","2026","Man","Middle Eastern or North African;White","Physical Sciences (including math, computer science)","Straight","No","Unsure","Less than once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","2-3 times per month","Yes","No","About average"
"2024/10/08 3:47:19 PM AST","2028","Man","White","Life Sciences","Straight","Yes","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","Daily or almost daily","Yes","Yes","Unsure"
"2024/10/08 3:47:51 PM AST","2026","Man","Black","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","Yes","Prefer not to answer","Prefer not to answer","Yes","No","No, significantly less"
"2024/10/08 3:48:00 PM AST","2028","Woman","Asian","Humanities/Arts;Life Sciences;Physical Sciences (including math, computer science)","Bisexual","Yes","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Prefer not to answer","Yes","No","Unsure"
"2024/10/08 3:48:50 PM AST","2028","Woman","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Once a month","Unsure","Unsure","Yes","Prefer not to answer","No","No","About average"
"2024/10/08 3:49:10 PM AST","2028","Woman","Hispanic or Latino","Humanities/Arts;Life Sciences","Pansexual","Yes","Kamala Harris","2-3 times per week","My parents or guardians pay all of my tuition","Yes","Yes","4-5 times per week","No","Yes","Yes, somewhat more"
"2024/10/08 3:49:28 PM AST","2027","Man","White","Physical Sciences (including math, computer science)","Straight","No","Donald Trump","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","No, never married","Once a month","Yes","Yes","Unsure"
"2024/10/08 3:49:32 PM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Bisexual;Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Once a month","No","No","No, significantly less"
"2024/10/08 3:50:14 PM AST","2026","Man","White","Social Sciences (including economics, CLPS)","Straight","No","Donald Trump","Once a week","My parents or guardians pay all of my tuition","Unsure","Yes","Once a week","No","Yes","Yes, somewhat more"
"2024/10/08 3:50:25 PM AST","2025","Man","Black","Humanities/Arts","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/08 3:50:41 PM AST","2028","Man","Hispanic or Latino;White","Life Sciences;Physical Sciences (including math, computer science)","Prefer not to answer","Yes","Unsure","2-3 times per week","Unsure","No","Yes","4-5 times per week","No","No","Yes, significantly more"
"2024/10/08 3:51:34 PM AST","2025","Man","Hispanic or Latino;White","Social Sciences (including economics, CLPS)","Bisexual","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","No, divorced or separated","2-3 times per month","No","Yes","About average"
"2024/10/08 3:51:39 PM AST","2028","Woman","Asian","Life Sciences;Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Prefer not to answer","Yes","Yes","Prefer not to answer"
"2024/10/08 3:51:43 PM AST","2028","Man","White","Social Sciences (including economics, CLPS)","Straight","No","Donald Trump","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/08 3:51:44 PM AST","2025","Man","White","Humanities/Arts","Straight","No","Kamala Harris","Daily or almost daily","My parents or guardians pay all of my tuition","Yes","Yes","2-3 times per week","Yes","No","Yes, significantly more"
"2024/10/08 3:52:50 PM AST","2028","Woman","Hispanic or Latino","Physical Sciences (including math, computer science)","Straight","Yes","Unsure","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","No, never married","I have never had sex","Yes","No","No, significantly less"
"2024/10/08 3:52:57 PM AST","2028","Man","Hispanic or Latino","Physical Sciences (including math, computer science)","Straight","Unsure","Unsure","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","I have never had sex","Yes","Yes","No, significantly less"
